taxon	W	p_val	q_val	diff_abn	(Intercept)	SampleSiteORAL	SampleSiteTANK WATER	global	CLOACA - ORAL	CLOACA - TANK WATER	ORAL - TANK WATER
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Ornithobacterium;s__uncultured_bacterium	0.841212021513275	0.6867024739996553	1	FALSE	0.10152517488459709	0.1877988580787775	0.11218357589538483	0.05413188958943869	0.18779885807877753	0.11218357589538482	0.06642752057206776
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__uncultured;g__uncultured;s__marine_metagenome	4.551145026735321	0.20547614534957956	1	FALSE	0.2617100233197989	0.20900950661627873	0	0	0.20900950661627873	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius_aestuarii	0.5070371473554867	0.4478693391921656	1	FALSE	0.13268226094758398	0.11041821442383422	0.09519162400992454	0.08606416279685494	0.11041821442383422	0.09519162400992456	0.008286491904185997
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Francisellales;f__Francisellaceae;g__uncultured;s__uncultured_bacterium	10.924546108609645	0.008487796323764028	1	FALSE	0.2036081496973478	0.11654860841429797	0	0	0.11654860841429797	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Nitrincolaceae;g__Neptuniibacter;s__uncultured_bacterium	9.826544587211215	0.014696805627756824	1	FALSE	0	0	0	0	0	0	0.09425488985379683
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;__	23.146825893300452	1.882611105017554e-5	0.014025452732380778	TRUE	0.10781230645852304	0.02101450964279141	0	0	0.02101450964279145	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Rhodobacteraceae_bacterium	2.449876542132898	0.5875516684655677	1	FALSE	0.21125904987421715	0.22149709091723388	0.035937973319170105	0.10568164774172575	0.2214970909172339	0.035937973319170126	0.08171780634107322
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Cephaloticoccus;s__uncultured_bacterium	0.7267355913493472	0.6093387062820284	1	FALSE	0.36398312311092484	0.2803682191624004	0.06777540299202058	0.06216579449318786	0.2803682191624004	0.06777540299202059	0.21402507424659328
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__uncultured;s__uncultured_Bacteroidetes	4.779414149566341	0.18331305690811492	1	FALSE	0.12451303233433728	0.13117500975995997	0	0	0.13117500975996005	0	0.13703351077475148
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__uncultured;s__uncultured_organism	13.466671385691722	0.002381110002815952	1	FALSE	0	0	0	0	0	0	0.025608367360099655
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Crocinitomix;s__uncultured_bacterium	0.9571500521159222	0.7606684589014411	1	FALSE	0.0301638515059801	0.006881326263991003	0.008853554732904759	0.0038912581657549045	0.0068813262639910045	0.008853554732904757	0.006987604912953265
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquibacter;s__uncultured_bacterium	4.2428724748416915	0.23971871666990688	1	FALSE	0.2547049635461338	0	0.11753636245732922	0.294247194480821	0	0.11753636245732922	0.04263463777993281
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__Peredibacter;__	5.2221902402406855	0.1469081173662018	1	FALSE	0.10137430105942781	0.08739242906139719	0	0.08848233511866146	0.08739242906139719	0	0.17532005420786323
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Moritellaceae;g__Moritella;s__Moritella_sp.	0.5286950529404149	0.464586610212497	1	FALSE	0.1507125607389065	0.11937431359538	0.09676485197322476	0.01854669149612965	0.11937431359538	0.09676485197322476	0.006892210261092307
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__uncultured;s__uncultured_marine	0.6863041638442806	0.5809394067537322	1	FALSE	0.27721327851582994	0.2831498234132154	0.22015080183996136	0.24046323514250795	0.2831498234132154	0.22015080183996136	0.04165618810009701
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Spongiibacteraceae;g__BD1-7_clade;__	1.9469500625403517	0.7555359978329889	1	FALSE	0.04905110657511389	0.024548710172220666	0.08717590433688593	0.05773901491796029	0.024548710172220666	0.08717590433688595	0.10202276402669529
d__Bacteria;p__Margulisbacteria;c__Margulisbacteria;o__Margulisbacteria;f__Margulisbacteria;g__Margulisbacteria;s__uncultured_bacterium	29.02567145392183	9.95830727214804e-7	7.458772146838882e-4	TRUE	0.16830124957874765	0.13030039255844944	0	0	0.1303003925584495	0	0
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__OM27_clade;s__uncultured_bacterium	2.6682505426393996	0.5267769363333819	1	FALSE	0.13017520607132738	0.025853452987291567	0.1303248640107811	0.10512071903557374	0.02585345298729156	0.1303248640107811	0.06652953828234072
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula;__	2.062667003636881	0.7130624168334246	1	FALSE	0.25089168181070914	0.3420329449886565	0.009983399699530566	0.2815754542229185	0.3420329449886565	0.00998339969953056	0.1611602788104409
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Lewinella;__	0.5561212609820466	0.4854981847437969	1	FALSE	0.029719299066602204	0.03394292614086811	0.013654647859817967	0.030602058528920093	0.03394292614086811	0.013654647859817976	0.05261550169837395
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__SM2D12;g__SM2D12;s__uncultured_organism	14.528825608700368	0.0014000243862113456	0.9912172654376327	FALSE	0.33143813464388927	0.2665953027871166	0	0	0.2665953027871166	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Marivita;s__uncultured_bacterium	1.5591129514939264	0.9172187411660552	1	FALSE	0.08101870603392453	0.03632311445853674	0.002343836653572011	0.021950131642461748	0.03632311445853677	0.002343836653571962	0.013118414857529365
