taxon	lfc_(Intercept)	lfc_SampleSiteORAL	lfc_SampleSiteTANK WATER	se_(Intercept)	se_SampleSiteORAL	se_SampleSiteTANK WATER	W_(Intercept)	W_SampleSiteORAL	W_SampleSiteTANK WATER	p_(Intercept)	p_SampleSiteORAL	p_SampleSiteTANK WATER	q_(Intercept)	q_SampleSiteORAL	q_SampleSiteTANK WATER	diff_(Intercept)	diff_SampleSiteORAL	diff_SampleSiteTANK WATER	(Intercept)	SampleSiteORAL	SampleSiteTANK WATER	global	CLOACA - ORAL	CLOACA - TANK WATER	ORAL - TANK WATER
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__Owenweeksia	-0.43691410178023105	1.116107318768622	1.019268942872746	0.45144636727134846	0.6703964742878967	0.8427105330505857	-0.9678095416318134	1.6648466416148215	1.2095125228624166	0.3331394976149559	0.09594335586561112	0.22646600293637414	1	1	1	FALSE	FALSE	FALSE	0.13498135447453088	0.12730155820629416	0.03589444838469276	0.0817938131700241	0.1273015582062942	0.035894448384692745	0.061963093994843635
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__0319-6G20;f__0319-6G20;g__0319-6G20	-0.2333745652003589	0.23835521208514876	1.680748147122881	0.3556181425127083	0.528775667270728	0.6672072292939838	-0.6562504476048183	0.4507681174427287	2.5190796402212126	0.5116629947457652	0.6521566822430027	0.011766204018429373	1	1	1	FALSE	FALSE	FALSE	0.1686885339745277	0.1989431996757697	0	0	0.1989431996757697	0	0.6051646467823231
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia-Loktanella	-0.7051546473042929	1.4463839739660487	1.8005085646697268	0.5104826716073025	0.7576567528823245	0.950893546926099	-1.3813488420361995	1.9090227447503447	1.893491201502136	0.167171727398601	0.05625915762494105	0.0582925771965151	1	1	1	FALSE	FALSE	FALSE	0.17493090020363233	0	0	0	0	0	0.07522523694949429
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__Arenicellaceae;g__HTCC5015	-0.457792439958375	1.3334673305882672	0.6967699869409797	0.6204551118177337	0.9202258018510805	1.1525192402947635	-0.7378332956548469	1.4490653575523862	0.6045625639731418	0.4606157575992914	0.14731933132360417	0.5454696871366242	1	1	1	FALSE	FALSE	FALSE	0.06590618902551229	0.09179711792460414	0.14630190281190608	0.032269698594770004	0.09179711792460411	0.14630190281190605	0.1439767721192026
d__Bacteria;p__Proteobacteria;__;__;__;__	-0.19561388619703596	1.102437327674073	-0.25037973369782907	0.3369134216944545	0.5011354329924529	0.6329637357463477	-0.5806057984072759	2.199879024899594	-0.39556726484906496	0.5615061634383404	0.027815479254113987	0.6924242902532769	1	1	1	FALSE	FALSE	FALSE	0.36180059740828474	0	0.009527831907213935	0	0	0.009527831907213935	0
d__Bacteria;p__NB1-j;c__NB1-j;o__NB1-j;f__NB1-j;g__NB1-j	-0.04286156262005394	0.2656725316052732	0.6021061192134922	0.25988386566375987	0.3873021984596984	0.49191342741011324	-0.1649258314308308	0.6859566835970811	1.2240083024029962	0.8690023602676422	0.4927404239749138	0.22094909556619405	1	1	1	FALSE	FALSE	FALSE	0.35068156848718046	0.3737534759590478	0.031225132760684948	0.17675371513375024	0.3737534759590478	0.031225132760684875	0.19741387833579496
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter	-0.0468084650801054	1.1877694102517213	-1.2208730373566272	0.6665399291398263	0.9883580725856095	1.237043528086246	-0.07022604803362943	1.2017602154494866	-0.986928115007695	0.9440137421696246	0.2294564436892865	0.32367788019565547	1	1	1	FALSE	FALSE	FALSE	0.019830432393019584	0.0226693155502088	0.0072842226123003544	0.02642361685476868	0.0226693155502088	0.0072842226123003865	0
d__Bacteria;p__Planctomycetota;c__Pla3_lineage;o__Pla3_lineage;f__Pla3_lineage;g__Pla3_lineage	-0.2775712044023904	0.6139795402507641	1.1670564265025682	0.4076375416326009	0.6056498506842966	0.7624618286621355	-0.6809264997789684	1.0137533090399613	1.5306424303894142	0.4959179992336696	0.31070047972987697	0.12585778910999756	1	1	1	FALSE	FALSE	FALSE	0.07896913187884656	0.04936198737802651	0.05481739101061454	0.05703950558154797	0.04936198737802649	0.05481739101061452	0.007421814685722986
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Fluviicola	0.13209972811814688	0.813354222678786	-1.4336742006513636	0.5907275377941102	0.8762780759710745	1.0980047679174954	0.2236220925325956	0.9281919118853252	-1.3057085383795808	0.8230513716123344	0.3533080291853182	0.19165169323999426	1	1	1	FALSE	FALSE	FALSE	0.07299567534545567	0.22125508562258334	0.21887749599614822	0.0023704064125575526	0.2212550856225834	0.2188774959961482	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter	-0.4915492509010027	1.413365465565928	0.718416575802282	0.6185960049922206	0.9174773490014433	1.149109790132205	-0.7946207976354203	1.540490854737935	0.6251940258203076	0.4268341166585898	0.12344075030609515	0.5318437224168774	1	1	1	FALSE	FALSE	FALSE	0.03870908115469964	0.2549981429513498	0.05162846174473215	0.17915444116156762	0.2549981429513499	0.05162846174473216	0.15578965572626505
d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Babeliaceae;g__Babeliaceae	-0.12700121644626994	-0.15013140772931122	1.8859646371985719	0.2622862104592022	0.3908530930594053	0.4963160645162867	-0.48420851490408257	-0.3841121137206734	3.7999266435928223	0.628237894511891	0.7008953534699812	1.4473892617573414e-4	1	1	0.07511950268520602	FALSE	FALSE	FALSE	0.42699416619088926	0.1566454247336169	0	0	0.1566454247336169	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Pseudahrensia	-0.06249317424101565	0.1058576514827227	1.0272557919212622	0.24254960169053738	0.36167637076443415	0.4601258553904376	-0.25765111055819845	0.2926861139946285	2.232553941246334	0.7966761804899996	0.7697620847588358	0.025578374319325244	1	1	1	FALSE	FALSE	FALSE	0.34689234347512576	0.29496840951914727	0	0	0.2949684095191472	0	0.4173292792333423
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_Incertae_Sedis;f__Unknown_Family;g__Unknown_Family	-0.16519521646443658	-0.17143931941497262	2.1338732106675407	0.3068572896134745	0.4567216509576109	0.577941248367791	-0.5383454200241448	-0.37536937225444605	3.6921974624479192	0.590338599735585	0.707385779776609	2.223247373720152e-4	1	1	0.1140525902718438	FALSE	FALSE	FALSE	0.2976191997357965	0.10220735544981553	0	0	0.10220735544981553	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Spongiibacteraceae;__	-0.06685142074969602	1.3752868287434192	-1.488176987615974	0.5002900808867227	0.7425906651261635	0.9322126888283164	-0.13362531719838902	1.8520120078667606	-1.596392116788756	0.8936988634955693	0.06402409863201607	0.11040127507990966	1	1	1	FALSE	FALSE	FALSE	0.03289014455658847	0	0.14559141135070877	0	0	0.14559141135070877	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__NK4A214_group	0.4882058137309327	-0.6697077622772578	-0.3816204409079981	0.34326908265731815	0.5105272185528252	0.6445990017251816	1.4222248329259042	-1.3117963899665457	-0.5920276635344499	0.15496099191667614	0.18958884331755152	0.5538320640909218	1	1	1	FALSE	FALSE	FALSE	0.23350521489707363	0.2146691486624191	0.011556144972085127	0.13729249191677056	0.2146691486624191	0.011556144972085122	0.09581758606090242
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__Halobacteriovorax	-0.4792559074580726	0.5723528746138491	2.3343650367006896	0.35888494571079615	0.5336031380445531	0.673188217248849	-1.335402649751367	1.0726190192795693	3.4676261064708656	0.18174459799763967	0.28344208770291796	5.250773081928368e-4	1	1	0.2641138860209969	FALSE	FALSE	FALSE	0.20237710229064762	0.09251155617318205	0	0	0.09251155617318205	0	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__uncultured	0.7548974528872414	-1.1084278391496367	-0.9376478476284001	0.3247851933222323	0.48321361945734415	0.610761182533302	2.324297623193301	-2.293867131465411	-1.5352119198853547	0.02010954812012615	0.021798131910755903	0.12473178131704901	1	1	1	FALSE	FALSE	FALSE	0	0	0.16655752934419543	0	0	0.16655752934419543	0.0755623910829558
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__uncultured	-0.1473893146175961	0.2802000565053815	1.1348877364000645	0.3553408425297985	0.5283658923346289	0.6666995428937655	-0.4147829266353929	0.5303144290167824	1.7022476593791542	0.6783008192514276	0.5958939441757588	0.08870895198924325	1	1	1	FALSE	FALSE	FALSE	0.17306185401907126	0.08633228598390078	0	0.05455893884377449	0.08633228598390078	0	0.046680359957972165
d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__Calorithrix	-0.291324098440554	0.48149587245881736	1.5059455675415914	0.37002887132058915	0.5500710985959526	0.6935918192184324	-0.7873009946517223	0.8753338862700252	2.171227407552979	0.4311056875709849	0.3813922613861258	0.02991398654958417	1	1	1	FALSE	FALSE	FALSE	0.25889015342350774	0.25165319232643996	0	0	0.25165319232643996	0	0.2836397125740969
d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Subgroup_10	0.15232392823893823	-0.23185539082388262	0.5480399507047209	0.2866835429200886	0.42691010750270886	0.5410052837595916	0.5313312605509333	-0.5431011980019973	1.0130029542340946	0.5951892464855271	0.5870601278435987	0.3110587498395848	1	1	1	FALSE	FALSE	FALSE	0.20106247980630612	0.1724499347449504	0.012174684530765418	0.16366778852850006	0.1724499347449504	0.012174684530765388	0.241251699917199
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Portibacter	-0.525628142706681	1.1344260398509487	1.4594694706877616	0.4231291029871565	0.628544740464378	0.7908360803333003	-1.242240580938333	1.804845330521449	1.8454765873512797	0.21414781112679565	0.0710988886538124	0.06496824120316888	1	1	1	FALSE	FALSE	FALSE	0.16242980784136204	0.19422869282581268	0	0	0.19422869282581265	0	0.3469407267427804
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Amoebophilaceae;g__uncultured	-0.13395554477127464	-0.3880478133399552	2.39917696316676	0.25838513459769025	0.38508687382618734	0.48916651158465413	-0.518433635819822	-1.0076890169855655	4.904622263275199	0.6041557517591908	0.3136037792473957	9.360730128499182e-7	1	1	5.073515729646557e-4	FALSE	FALSE	TRUE	0.3418978422384129	0.17880446920424342	0	0	0.1788044692042434	0	0
