# Constructed from biom file
#OTU ID	16S0064C	16S0064W	16S0073C	16S0073O	16S0073W	16S0074C	16S0074O	16S0084C	16S0084W	16S0087C	16S0087O	16S0088C	16S0088O	16S0089C	16S0089O	16S0090C	16S0090O	16S0092C	16S0093C	16S0093O	16S0093W	16S0094C	16S0113O	16S0117C	16S0117O	16S0117W	16S0118C	16S0119O	16S0119W	16S0120C	16S0120O	16S0120W	16S0123C	16S0123O	16S0123W	16S0141C	16S0141O	16S0142C	16S0142O	16S0143C	16S0143O	16S0146C	16S0146O	TB159	TB167	TB175	TB215	TB217	TB219	TB115	TB117	TB119	TB139	TB145	TB149	TB151	TB155	TB157
d__Bacteria;p__Latescibacterota;c__Latescibacterota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	97.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Campilobacterota;c__Campylobacteria	6058.0	1682.0	9150.0	10023.0	649.0	13821.0	2777.0	8974.0	1660.0	1227.0	2803.0	230.0	166.0	3154.0	2406.0	1393.0	1872.0	9110.0	2008.0	11634.0	917.0	719.0	9948.0	1330.0	27079.0	2181.0	765.0	16624.0	83.0	6914.0	549.0	84.0	2963.0	1454.0	39.0	11672.0	4946.0	9254.0	871.0	10076.0	14307.0	8064.0	8938.0	4727.0	101.0	858.0	992.0	106.0	417.0	3561.0	2683.0	1328.0	196.0	875.0	1580.0	416.0	22640.0	36649.0
d__Bacteria;p__Deinococcota;c__Deinococci	10.0	16.0	0.0	0.0	0.0	0.0	164.0	0.0	15.0	0.0	0.0	73.0	111.0	0.0	0.0	30.0	10045.0	2.0	301.0	436.0	0.0	27.0	1967.0	0.0	0.0	0.0	0.0	1976.0	0.0	25.0	1027.0	0.0	47.0	4993.0	0.0	0.0	166.0	0.0	42.0	7.0	936.0	983.0	1565.0	68.0	0.0	341.0	58.0	55.0	170.0	1031.0	28.0	64.0	41.0	35.0	9.0	2295.0	7316.0	40.0
d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia	64.0	27.0	0.0	0.0	32.0	0.0	0.0	0.0	45.0	0.0	0.0	40.0	0.0	201.0	143.0	7.0	325.0	0.0	173.0	155.0	11.0	6.0	10.0	0.0	266.0	9166.0	82.0	3583.0	58.0	3.0	148.0	3.0	83.0	538.0	15.0	0.0	379.0	578.0	77.0	0.0	22.0	4.0	4.0	60.0	487.0	34.0	551.0	172.0	24.0	715.0	104.0	7.0	201.0	16.0	1633.0	305.0	353.0	13.0
d__Bacteria;p__Synergistota;c__Synergistia	41.0	7.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	638.0	0.0	0.0	2.0	0.0	82.0	0.0	3.0	0.0	0.0	1232.0	0.0	293.0	20.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	5.0	18.0	0.0	0.0	0.0	0.0	184.0	0.0	2.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Planctomycetota;c__Phycisphaerae	22.0	142.0	0.0	0.0	122.0	0.0	0.0	0.0	43.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	10.0	0.0	43.0	6.0	18.0	0.0	373.0	0.0	13.0	83.0	334.0	21259.0	5.0	0.0	20.0	8.0	0.0	312.0	0.0	0.0	1138.0	29.0	26.0	0.0	947.0	5.0	47.0	870.0	7657.0	58.0	7174.0	1435.0	2561.0	546.0	122.0	8.0	2334.0	0.0	0.0	945.0	115.0	0.0
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia	103.0	671.0	0.0	0.0	746.0	0.0	15.0	0.0	476.0	0.0	0.0	24.0	80.0	34.0	35.0	0.0	1070.0	0.0	360.0	494.0	598.0	66.0	1864.0	0.0	155.0	1737.0	87.0	6243.0	112.0	29.0	413.0	109.0	89.0	673.0	60.0	4.0	1388.0	239.0	541.0	474.0	0.0	0.0	212.0	175.0	503.0	234.0	1069.0	369.0	157.0	665.0	207.0	13.0	1106.0	5.0	216.0	159.0	804.0	961.0
d__Bacteria;__;__	46.0	75.0	0.0	0.0	162.0	0.0	50.0	0.0	71.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	60.0	0.0	186.0	19.0	88.0	12.0	71.0	0.0	27.0	50.0	86.0	4500.0	11.0	0.0	324.0	8.0	8.0	822.0	0.0	0.0	769.0	30.0	50.0	0.0	26.0	34.0	234.0	8.0	142.0	31.0	657.0	790.0	22.0	2170.0	176.0	305.0	7304.0	91.0	586.0	1818.0	1375.0	86.0
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria	584.0	117.0	0.0	13.0	128.0	0.0	0.0	13.0	0.0	77.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	12.0	494.0	0.0	0.0	5.0	0.0	0.0	33.0	16.0	10.0	0.0	0.0	0.0	0.0	2.0	0.0	120.0	405.0	0.0	944.0	0.0	0.0	0.0	19.0	109.0	4.0	1067.0	0.0	0.0	5110.0	0.0	0.0	8.0	6.0	0.0	0.0	207.0	0.0
d__Bacteria;p__Acidobacteriota;c__Holophagae	57.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	153.0	152.0	0.0	0.0	11.0	0.0	30.0	6.0	0.0	8.0	2143.0	5.0	151.0	2091.0	0.0	2.0	134.0	11.0	9.0	32.0	64.0	6.0
d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae	928.0	367.0	927.0	0.0	9.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	154.0	0.0	321.0	0.0	6254.0	0.0	0.0	0.0	0.0	0.0	14.0	31.0	1809.0	0.0	527.0	43.0	3.0	0.0	0.0	0.0	915.0	0.0	1454.0	0.0	0.0	0.0	199.0	12.0	26.0	50.0	0.0	0.0	4.0	15.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Margulisbacteria;c__Margulisbacteria	0.0	554.0	0.0	0.0	1102.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	138.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	57.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Spirochaetota;c__Leptospirae	8310.0	0.0	0.0	25.0	0.0	0.0	254.0	4410.0	14.0	0.0	0.0	623.0	4.0	108.0	6.0	14.0	228.0	2.0	114.0	32.0	0.0	0.0	1519.0	0.0	356.0	0.0	0.0	496.0	0.0	0.0	159.0	0.0	1053.0	609.0	0.0	795.0	113.0	0.0	13.0	6270.0	26.0	0.0	0.0	6.0	80.0	32.0	57.0	0.0	77.0	134.0	0.0	0.0	12.0	0.0	0.0	0.0	73.0	0.0
d__Bacteria;p__Acidobacteriota;c__Aminicenantia	0.0	0.0	0.0	9.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
d__Bacteria;p__Desulfobacterota;c__Desulfobulbia	68.0	0.0	18.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	13.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	9.0	0.0	413.0	37.0	41.0	33.0	0.0	39.0	0.0	0.0	246.0	13.0	33.0	0.0	0.0	0.0	103.0	24.0	8.0	19.0	0.0	26.0	25.0	28.0	0.0
d__Bacteria;p__Patescibacteria;c__Parcubacteria	13.0	370.0	0.0	0.0	647.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	13.0	366.0	0.0	2.0	0.0	0.0	16.0	0.0	584.0	66.0	0.0	0.0	10.0	7.0	25.0	6.0	0.0	0.0	4.0	15.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	45.0	54.0	0.0
d__Bacteria;p__Hydrogenedentes;c__Hydrogenedentia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	139.0	0.0	104.0	0.0	0.0	0.0	5.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Rhodothermia	0.0	27.0	0.0	0.0	5.0	3.0	9.0	0.0	6405.0	0.0	0.0	0.0	0.0	25.0	116.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	15.0	101.0	1796.0	10.0	0.0	0.0	12.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	48.0	199.0	9.0	473.0	43.0	57.0	192.0	0.0	16.0	212.0	13.0	2839.0	197.0	17.0	4.0
d__Bacteria;p__Proteobacteria;__	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	28.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	23.0	0.0	59.0	0.0	0.0	20.0	0.0	42.0	0.0	31.0	0.0
d__Bacteria;p__MBNT15;c__MBNT15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	3.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Calditrichota;c__Calditrichia	0.0	22.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	11.0	362.0	0.0	807.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	53.0	10.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
d__Bacteria;p__LCP-89;c__LCP-89	0.0	0.0	0.0	0.0	16.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia	81.0	73.0	0.0	0.0	79.0	0.0	8.0	133.0	612.0	0.0	0.0	5.0	7.0	0.0	14.0	57.0	24.0	0.0	9.0	1199.0	109.0	73.0	81.0	0.0	0.0	115.0	356.0	1804.0	23.0	472.0	342.0	6.0	99.0	25.0	5.0	0.0	30.0	260.0	0.0	22.0	0.0	0.0	0.0	292.0	18.0	36.0	434.0	17.0	10.0	235.0	0.0	22.0	2135.0	0.0	227.0	75.0	129.0	13.0
d__Bacteria;p__Spirochaetota;c__MVP-15	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	59.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
d__Bacteria;p__Spirochaetota;c__Spirochaetia	595.0	0.0	74.0	0.0	5.0	30.0	1753.0	0.0	0.0	0.0	17.0	4.0	14.0	0.0	32.0	0.0	0.0	130.0	0.0	9.0	6.0	0.0	518.0	43.0	24.0	0.0	38.0	90.0	5.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	261.0	384.0	14.0	41.0	23.0	0.0	24.0	117.0	45.0	105.0	0.0	0.0	0.0	32.0	0.0	2.0	18.0	0.0	5.0	8.0	230.0	0.0
