taxon	W	p_val	q_val	diff_abn	(Intercept)	SampleSiteCLOACA	SampleSiteORAL	SampleSiteTANK WATER	global	CARAPACE - CLOACA	CARAPACE - ORAL	CARAPACE - TANK WATER	CLOACA - ORAL	CLOACA - TANK WATER	ORAL - TANK WATER	structural_zero (SampleSite = CARAPACE)	structural_zero (SampleSite = CLOACA)	structural_zero (SampleSite = ORAL)	structural_zero (SampleSite = TANK WATER)
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__JGI_0000069-P22;f__JGI_0000069-P22;g__JGI_0000069-P22	4.136379731784679	0.4942183398617994	1	FALSE	0.22129860941351157	0.5644955826892273	0.09120093578289169	0.1352228798742545	0.43288779443076175	0.5644955826892272	0.09120093578289169	0.13522287987425452	0.2586698812748417	0	0.03547357823434542	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Phormidesmis_ANT.LACV5.1	29.98808246257698	2.7760920243862943e-6	0.0010243779569985426	TRUE	0	0	0	0	0	0	0	0	0.1810546663594205	0.08259929360509813	0.014124822113584231	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Crocinitomix	1.1608857126221206	0.4752000135410995	1	FALSE	0.10932195564731297	0.1563621338918139	0.057512812112494455	0.04155092800944948	0.07886188202292681	0.1563621338918139	0.057512812112494455	0.04155092800944948	0.04148733376652665	0.0387427715557567	0.005539354558172809	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Amoebophilaceae;g__Candidatus_Amoebophilus	6.411683014304444	0.18642268225864775	1	FALSE	0	0	0	0	0	0	0	0	0.3497909973502154	0.16269740478613184	0.05086344942391867	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__A4b;g__A4b	50.98870961912525	9.838511906225292e-11	3.709118988646935e-8	TRUE	0	0	0	0	0	0	0	0	0.3015986870574034	0.09668201145538385	0.09704561773996288	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oleiphilaceae;g__Oleiphilus	17.323550589741874	0.0012125995998198604	0.4098586647391128	FALSE	0	0	0	0.13376188876615125	0	0	0	0.13376188876615128	0.1107723833662307	0	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella	1.94702019047559	0.8330493024680101	1	FALSE	0.09610844641907922	0.04919050876015291	0.1584842749910084	0.04612347293310791	0.060438631736460954	0.04919050876015291	0.15848427499100834	0.04612347293310788	0.06969138758295396	0.09787752557007803	0.1094533509319774	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__Pleurocapsa_PCC-7319	13.117009925603654	0.008780555464568884	1	FALSE	0	0	0	0	0	0	0	0	0.09530504595495796	0.012718169782158733	0.04957440953584227	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	9.997414415221453	0.037176253344940124	1	FALSE	0.12042755158639344	0.045598439534551775	0.06088137215322982	0	0	0.045598439534551775	0.06088137215322983	0	0.2741213371816038	0	0.2068710280401795	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Rubritaleaceae;g__Persicirhabdus	0.6552974835464858	0.23267085999096415	1	FALSE	0.30671503302215203	0.18125026195953428	0.16577679251561822	0.07732450431513699	0.025943560996450725	0.18125026195953428	0.16577679251561825	0.07732450431513699	0.11152485677472403	0.006538457565634384	0.08154083998098738	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Woeseiaceae;g__Woeseia	3.594637117399883	0.6173876648734505	1	FALSE	0.03199274696187346	0.034111778754218634	0	0.029784784116716027	0.07656508181965588	0.03411177875421861	0	0.029784784116716024	0.10906795736120589	0.06704310993299527	0.044282149759735955	FALSE	FALSE	FALSE	FALSE
