# Constructed from biom file
#OTU ID	16S0064C	16S0073C	16S0074C	16S0084C	16S0087C	16S0088C	16S0089C	16S0090C	16S0092C	16S0093C	16S0094C	16S0113C	16S0117C	16S0118C	16S0119C	16S0120C	16S0123C	16S0141C	16S0142C	16S0143C	16S0146C
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;__;__	0.05370796234054681	0.010876877518814483	0.0	0.04925550056149399	0.0	0.018442937367661952	0.2446223301339201	0.04531119838153041	0.0	0.0002111505870904367	0.03243649206848606	0.0	0.0	0.000283235970968313	0.00043975373790677223	0.19502516010978957	0.035890654188321894	0.042615805844772675	0.04126803875065321	0.014120082546171824	0.17837583128845264
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__uncultured	0.0	0.0	0.0	0.0	0.033018656883360926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008348581884720952	3.699114062182107e-05	0.0	0.0	0.0	1.3336178384722074e-05
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__uncultured	0.0037246693004697605	7.544654926345306e-05	0.0	0.0	0.0	0.00021480958664498112	0.0	0.0	0.0	0.00020197012678215687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8625789267820224e-05	0.0	0.001191320934047692	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oleiphilaceae;g__Oleiphilus	0.0	0.0	0.0	0.0	0.0	0.00018412250283855524	3.0350165029022344e-05	0.0	0.0	0.006564029120420098	0.0013802762582334493	0.0	0.0	0.0	0.0	0.0002859103385178408	0.001655353542826493	0.0	0.0010099690477147565	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Marinobacteraceae;g__Marinobacter	0.0	1.8861637315863265e-05	0.0006428099283812712	0.0	0.0003643173523715781	0.0	0.0002883265677757123	0.0	0.0024416086976551342	0.0	0.0	0.0	0.0	0.0856080722251726	0.0	0.00030878316559926805	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__WCHB1-41;f__WCHB1-41;g__WCHB1-41	0.009316587062916446	0.005520172521109316	2.728910073316717e-05	0.0	0.0	0.0	0.0	0.00023801023444008093	0.0024646427419726356	0.0	0.05850950462291055	0.003757044458359424	0.0	0.0	0.014951627088830254	0.019098810612991766	0.0005548671093273161	0.0	0.004215741447923785	0.008879572426453835	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavirhabdus	0.0006093126560135228	0.0	0.0	0.0	0.0	0.011783840181667535	0.0	0.0	0.0	0.00029377472986495543	0.0	0.0	0.0	0.0	0.0	0.0	0.0004901326132391292	0.0	0.01536057402419906	0.0	0.0
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus	0.0	0.0	0.0	0.0	0.0	0.0016264154417405714	0.0	0.0	0.0	0.0011108356973018626	0.0	0.002504696305572949	0.0	0.0	0.0	0.0002744739249771272	0.0	0.0	0.0	0.0	0.0008757423805967495
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas	0.0	0.0	2.122485612579669e-05	0.0	0.0	0.000736490011354221	3.0350165029022344e-05	0.00041651791027014164	0.001566315013590086	0.0	0.0	0.033813400125234816	7.508000713260068e-05	0.003115595680651443	0.024626209322779244	0.0	0.0	0.0	2.0098886521686698e-05	0.0	1.7781571179629433e-05
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Sanguibacteroides	0.0	0.0	0.0	0.0	0.00039627501486031304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;__;__	0.0	0.0	0.0	0.000155970552759639	0.002224253309215951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009938243366880147	0.0	0.0	0.0	0.0	0.0
